millis,bmetemp(*C),bmepres(Pa),bmehum(%),bmegas_res(KOhm),bmealt(m),accX (mg),accY (mg),accZ (mg),gyrX (deg/sec),gyrY (deg/sec),gyrZ (deg/sec),magX(uT),magY(uT),magZ(uT),ozone concentration,
224168,25.50247,95195,14.44878,103.52500,523.42920,-9.94218,-0.81117,1.39980,0.03146,-0.04368,-0.03787,-38.39521,0.38001,21.17802,20,
225514,25.51572,95194,14.43949,103.78000,523.42920,-9.61915,-1.03370,1.96690,-0.06872,0.01069,-0.12523,-38.73137,1.03771,20.79801,20,
226857,25.53150,95194,14.43526,104.16600,523.42920,-9.74118,-2.31147,1.32802,-0.00519,-0.03910,0.13622,-38.92137,3.25928,21.48495,20,
228202,25.54570,95194,14.42107,103.84400,523.34198,-10.21496,-2.04586,0.91167,0.30482,0.35675,-0.00977,-38.81906,2.92312,21.66033,20,
229552,25.55516,95194,14.41161,104.23100,523.42920,-9.94218,-0.76092,1.16291,0.25687,-0.02413,-0.14783,-38.46828,1.46156,19.95031,20,
230901,25.56652,95194,14.37754,105.07800,523.42920,-9.88475,-2.00279,1.09831,0.21869,0.21197,-0.18357,-39.08214,3.11312,20.92955,20,
232247,25.58198,95195,14.35353,104.81600,523.34198,-9.91346,-1.37109,1.49312,0.00214,-0.03115,-0.07147,-38.52674,2.11926,20.11108,20,
233590,25.59618,95195,14.31466,105.87200,523.42920,-9.82014,-1.93819,1.39262,0.03818,-0.01130,-0.00153,-39.16983,2.96697,19.81877,20,
234940,25.60470,95194,14.28048,105.67200,523.42920,-9.66940,-2.13200,1.49312,0.00458,-0.11759,0.08980,-39.63753,6.53318,20.91494,20,
236285,25.61827,95195,14.24160,106.94900,523.34198,-9.66222,-2.31147,1.45723,0.04490,-0.01466,-0.10660,-39.46215,9.25168,24.02806,20,
237682,25.60723,95195,14.19177,106.67800,523.34198,-9.77707,-2.09611,1.48594,0.02352,-0.02749,-0.01894,-39.24291,6.65010,22.84420,20,
239029,25.61890,95196,14.15284,106.07200,523.25476,-9.76272,-1.96690,1.33520,0.04184,-0.02230,-0.01985,-39.27214,7.00088,23.95498,20,
240378,25.63846,95196,14.11426,107.42800,523.25476,-9.51147,-1.92383,2.08176,-0.07941,-0.06994,0.11454,-39.71061,8.15551,23.15112,20,
241724,25.65866,95195,14.07572,106.81300,523.34198,-9.76272,-1.77308,1.75872,0.00855,-0.00733,0.02046,-39.68138,8.69629,23.50190,20,
243072,25.67318,95195,14.04187,107.22200,523.34198,-9.73400,-1.89512,1.48594,0.04917,-0.02352,-0.02505,-39.37445,9.64630,23.80883,20,
244421,25.68422,95196,13.99803,107.91000,523.34198,-9.76272,-1.66540,1.67258,0.02046,-0.02993,-0.01527,-39.90061,8.95937,23.50190,20,
245767,25.69842,95195,13.95433,107.77200,523.25476,-9.76272,-2.02433,1.61516,0.02474,-0.01161,0.06628,-39.94446,9.23707,23.51652,20,
247112,25.71104,95196,13.93027,107.77200,523.34198,-9.76989,-1.48594,1.57926,-0.03176,-0.10446,0.05773,-39.06752,7.39550,24.45191,20,
248458,25.72398,95195,13.90623,108.39700,523.34198,-9.80579,-1.90229,1.52901,0.02107,-0.03390,-0.00641,-39.56445,9.60246,25.65039,20,
249807,25.73313,95195,13.87218,108.95900,523.34198,-10.08575,-0.96191,-0.60299,0.20525,0.18784,-0.26237,-35.98363,4.19468,30.44431,20,
251154,25.74386,95195,13.84313,108.11800,523.34198,-9.96371,-1.17727,-0.03589,-0.03543,-0.04612,0.03176,-36.42210,3.62467,29.45045,20,
252499,25.75585,95195,13.81415,109.10100,523.25476,-10.02114,-1.49312,-0.02154,0.13806,-0.02321,-0.03574,-37.00673,4.44315,30.23969,20,
253844,25.76752,95196,13.79007,108.32700,523.25476,-9.82732,-1.77308,0.17228,0.00947,-0.03238,-0.00580,-37.91289,8.46244,29.66969,20,
255197,25.77793,95197,13.79052,108.88900,523.25476,-9.91346,-1.36391,0.53121,-0.03543,-0.02474,0.05864,-37.07980,5.53932,28.50044,20,
256542,25.78898,95196,13.75658,108.88900,523.25476,-9.83450,-1.59362,0.38764,0.07483,0.00367,0.00702,-37.26980,6.60626,29.53815,20,
257889,25.80160,95196,13.76204,108.18800,523.25476,-9.95653,-1.53619,-0.27278,0.21808,-0.02260,-0.20159,-35.99825,3.52236,30.42970,20,
259283,25.79119,95195,13.73702,108.46700,523.25476,-9.92064,-1.03370,-0.68195,-0.06658,-0.02016,0.01924,-34.88746,-2.96697,28.06197,20,
260633,25.80349,95196,13.74246,109.17200,523.25476,-10.09293,-0.24407,-0.73938,0.11515,-0.11393,0.14600,-33.16282,-5.11546,28.88044,20,
261980,25.82589,95196,13.72377,108.74800,523.25476,-10.02114,0.00000,-1.09831,0.03299,-0.06811,0.09621,-32.78281,-4.41391,29.71354,20,
263325,25.84357,95196,13.73436,108.88900,523.16760,-10.12164,-0.05025,-0.91884,-0.00825,-0.06567,0.01863,-32.81204,-4.58930,29.04122,20,
264670,25.86029,95196,13.72034,109.74200,523.34198,-9.99961,-0.09332,-0.80399,0.03757,-0.01436,0.08186,-33.00204,-4.67700,28.86583,20,
266023,25.86881,95196,13.69613,109.74200,523.25476,-9.97807,-0.04307,-0.94756,0.01222,-0.04643,-0.02902,-33.29436,-3.84391,30.57585,20,
267369,25.88333,95194,13.67219,109.45600,523.34198,-9.69811,-0.24407,-1.05523,-0.03146,-0.03543,0.01100,-33.68898,-3.78544,29.34814,20,
268715,25.89595,95195,13.66291,109.74200,523.25476,-9.89911,-0.66760,-0.96909,0.11484,0.03665,0.18509,-33.27974,-3.55159,29.27507,20,
270063,25.90762,95195,13.64867,109.17200,523.25476,-9.84886,0.05743,-1.14855,0.01741,-0.01252,-0.01833,-32.56358,-3.06928,30.75124,20,
271407,25.91930,95195,13.62461,109.59900,523.34198,-10.10728,-0.06461,-0.85424,0.08033,0.00550,-0.01924,-32.60743,-2.03157,31.62818,20,
272753,25.93223,95195,13.61044,109.74200,523.34198,-9.71965,-0.49531,-1.13420,0.06261,-0.00458,-0.02657,-33.22128,-1.95849,29.88892,20,
274099,25.94517,95195,13.60608,109.52700,523.42920,-9.97089,0.02871,-1.49312,-0.06994,-0.00977,-0.04704,-32.49050,-2.51388,32.50512,20,
275448,25.95527,95195,13.58196,110.17300,523.34198,-9.82732,-2.23968,-1.29930,0.02291,-0.03818,0.07605,-34.72669,9.06168,33.90821,20,
276793,25.96884,95196,13.58745,109.81300,523.34198,-16.76172,-14.67997,-6.01556,-2.35916,-0.27061,1.66888,-19.76031,41.11371,38.93598,20,
278142,25.97956,95195,13.58299,109.24300,523.34198,-0.63171,-9.83450,-0.00718,0.01405,-0.03268,0.02505,-3.17159,52.39696,34.62438,20,
279488,25.99156,95195,13.56878,109.24300,523.42920,-0.61735,-9.94218,0.04307,0.02138,-0.02810,0.02138,-3.08389,52.06080,34.31745,20,
280883,25.98020,95195,13.56338,109.59900,523.42920,-0.62453,-9.86322,0.05743,0.02199,-0.02810,0.02046,-2.55773,52.57235,33.57205,20,
282228,25.98903,95194,13.54903,110.17300,523.34198,0.07896,-9.61197,0.47378,-0.08888,0.03329,0.26237,-3.14236,52.60158,34.68284,20,
283574,26.00670,95196,13.53506,109.88500,523.25476,-0.57428,-10.09293,0.02154,-0.00764,0.01985,0.03146,-2.71850,52.77697,33.89360,20,
284919,26.02311,95195,13.52594,110.10100,523.42920,-1.08395,-10.01396,-0.51685,-0.00244,-0.07789,0.02199,-2.83543,52.47004,34.15668,20,
286269,26.03194,95196,13.51650,110.24500,523.34198,-0.43071,-9.81297,0.04307,0.00947,-0.01619,0.00794,-2.76235,52.49927,33.06051,20,
287616,26.04330,95195,13.51699,109.88500,523.34198,-0.24407,-9.91346,-0.06461,0.02688,0.04612,-0.01100,-2.42619,52.68927,33.74744,20,
288961,26.05435,95195,13.49292,109.95700,523.34198,-0.43071,-9.85604,0.00000,0.01802,-0.02016,0.01894,-2.51388,52.66004,33.96667,20,
290312,26.06350,95197,13.50803,109.88500,523.16760,-0.21535,-9.25305,0.54556,0.01772,-0.02535,-0.00702,-1.82695,52.38234,34.14207,20,
291660,26.07107,95197,13.50344,109.88500,523.34198,-0.48814,-9.89193,0.20100,0.02230,-0.02596,0.01038,-1.84157,52.36773,33.55744,20,
293006,26.08211,95196,13.49900,109.59900,523.25476,-0.35174,-10.12882,-0.20818,0.02443,-0.06017,0.01680,-1.50541,52.25080,32.37357,20,
294351,26.09284,95196,13.50436,109.24300,523.25476,-0.42353,-9.84168,0.08614,0.01955,-0.02779,0.01436,-2.90851,52.28003,34.05437,20,
295701,26.10136,95195,13.50963,109.31400,523.42920,-0.51685,-9.84168,0.02154,0.01985,-0.02810,0.01741,-2.64543,52.11926,33.79129,20,
297047,26.11083,95195,13.51003,109.59900,523.34198,-0.41635,-9.92064,0.03589,0.01680,-0.02779,0.01374,-2.98158,52.25080,33.67437,20,
298393,26.12093,95195,13.51537,109.67000,523.34198,-0.43071,-9.92064,0.03589,0.01772,-0.03146,0.01710,-2.39696,52.33850,34.25899,20,
299739,26.13102,95196,13.52071,109.81300,523.25476,-0.46660,-9.86322,0.03589,0.01558,-0.03146,0.01527,-2.57235,52.63081,33.96667,20,
301088,26.13828,95196,13.52592,110.17300,523.25476,-0.46660,-9.93500,0.02154,0.02016,-0.03115,0.01710,-2.54312,52.13388,33.99591,20,
302476,26.12818,95196,13.52059,108.81800,523.34198,-0.52403,-9.93500,0.05743,0.01619,-0.02505,0.01466,-2.45542,52.29465,33.32359,20,
303821,26.13828,95196,13.54065,109.17200,523.25476,-0.38046,-9.85604,0.09332,0.01955,-0.02779,0.01772,-2.60158,52.16311,33.86437,20,
305167,26.15690,95197,13.52180,108.74800,523.16760,-0.40199,-9.87757,0.06461,0.01894,-0.02963,0.01680,-2.38234,52.41158,34.28822,20,
306516,26.17047,95197,13.54693,108.95900,523.16760,-0.48096,-9.89193,0.00718,0.02169,-0.03238,0.02016,-2.20696,51.75387,34.08360,20,
307862,26.18278,95197,13.55727,109.45600,523.08038,-0.45224,-9.92782,0.05743,0.01772,-0.02749,0.01680,-2.48465,52.06080,33.79129,20,
309208,26.19350,95198,13.55773,109.31400,523.16760,-0.40917,-9.87757,0.07178,0.01802,-0.02718,0.01894,-2.54312,52.47004,33.67437,20,
310552,26.20423,95197,13.55328,109.38500,523.16760,-0.49531,-9.92782,0.03589,0.01924,-0.02779,0.01741,-2.99620,52.16311,33.55744,20,
311902,26.21086,95197,13.54865,109.24300,523.25476,-0.45942,-9.90629,0.03589,0.02199,-0.03054,0.01558,-2.67466,52.49927,34.47822,20,
313247,26.21843,95197,13.56370,109.45600,523.25476,-0.48096,-9.94218,0.05025,0.01924,-0.02779,0.01374,-2.67466,52.36773,34.58053,20,
314597,26.22600,95197,13.56403,109.38500,523.16760,-0.43071,-9.89193,0.02871,0.02138,-0.02718,0.01558,-3.56621,52.35312,35.15054,20,
315942,26.23736,95197,13.56942,109.03000,523.16760,-0.42353,-9.92064,0.08614,0.01894,-0.02718,0.01649,-3.28851,52.61620,34.25899,20,
317292,26.24367,95197,13.56478,109.24300,523.25476,-0.50967,-9.94218,0.04307,0.01680,-0.02810,0.01710,-3.23005,52.04618,33.98129,20,
318638,26.25314,95196,13.55536,109.45600,523.25476,-0.50249,-9.92782,0.00718,0.01833,-0.03146,0.01558,-3.20082,52.58696,34.14207,20,
319981,26.26355,95197,13.56071,109.45600,523.16760,-0.50967,-9.83450,0.05025,0.02016,-0.02718,0.01710,-2.76235,52.86466,33.92283,20,
321328,26.27207,95197,13.55616,110.02900,523.25476,-0.43789,-9.87757,0.05743,0.02230,-0.03085,0.01619,-3.02543,52.19234,33.54282,20,
322676,26.27617,95197,13.55143,109.88500,523.08038,-0.43789,-9.87757,0.09332,0.01527,-0.03054,0.01741,-3.15697,52.98159,33.82052,20,
324069,26.26670,95197,13.54120,109.59900,523.25476,-0.48096,-9.86322,0.00718,0.02321,-0.02566,0.01741,-3.06928,52.79158,33.65975,20,
325415,26.27554,95197,13.54649,109.38500,523.25476,-0.50249,-9.90629,0.05743,0.01772,-0.02963,0.01680,-2.33850,52.07542,34.36130,20,
326765,26.28974,95197,13.54709,110.02900,523.25476,-0.53121,-9.85604,0.01436,0.02169,-0.02657,0.01710,-2.90851,52.90850,33.60129,20,
328114,26.30394,95197,13.52314,109.74200,523.16760,-0.44506,-9.89911,0.10768,0.01985,-0.02902,0.01741,-3.06928,52.79158,34.60976,20,
329459,26.31688,95198,13.50896,109.88500,523.08038,-0.60299,-9.94936,0.00718,0.00977,-0.04704,0.05162,-2.99620,52.70389,34.79977,20,
330803,26.32729,95199,13.49958,110.24500,523.08038,-0.47378,-9.87039,0.03589,0.02077,-0.02963,0.01772,-3.34697,52.92312,33.74744,20,
332165,26.32950,95198,13.49477,110.24500,523.08038,-0.51685,-9.90629,0.02871,0.01802,-0.03176,0.01527,-3.36159,52.41158,34.17130,20,
333513,26.33739,95198,13.49510,110.46300,523.08038,-0.46660,-9.85604,0.05025,0.01710,-0.02963,0.01649,-3.12774,52.61620,34.09822,20,
334862,26.34654,95197,13.49058,110.39000,523.16760,-0.55992,-9.89193,0.01436,0.02230,-0.03299,0.01741,-3.01082,52.44080,33.26513,20,
336210,26.35632,95197,13.47136,110.97300,523.16760,-0.49531,-9.94218,0.02871,0.02199,-0.02443,0.01405,-3.18620,52.36773,32.98743,20,
337566,26.36231,95197,13.46670,110.39000,523.16760,-0.55274,-9.87757,0.02871,0.02107,-0.02749,0.01588,-2.77697,52.30927,33.55744,20,
338915,26.37115,95197,13.46217,110.39000,523.16760,-0.45942,-9.93500,0.12203,0.02199,-0.02718,0.01588,-2.85004,52.61620,33.04589,20,
340262,26.37841,95196,13.45266,110.39000,523.16760,-0.47378,-9.89193,0.03589,0.01710,-0.02841,0.01436,-2.85004,52.71850,33.22128,20,
341611,26.38693,95198,13.45302,110.60800,523.08038,-0.47378,-9.89911,0.04307,0.01894,-0.03176,0.01558,-3.44928,52.99620,34.25899,20,
342963,26.39355,95198,13.44839,110.31800,523.08038,-0.48096,-9.79861,0.04307,0.01527,-0.03268,0.01405,-3.37621,52.54311,33.11897,20,
344359,26.37999,95198,13.43309,110.10100,523.16760,-0.39482,-9.96371,0.07896,0.02046,-0.03146,0.01466,-3.25928,52.87927,33.58667,20,
345707,26.39135,95197,13.43357,110.75400,523.08038,-0.45224,-9.92782,0.12203,0.02077,-0.02627,0.01741,-3.78544,52.68927,34.09822,20,
347056,26.40681,95197,13.42932,110.53500,523.16760,-0.38764,-9.82732,0.08614,0.01985,-0.02871,0.01710,-2.73312,52.58696,32.43204,20,
348411,26.41628,95196,13.40518,110.60800,523.25476,-0.45224,-9.87039,0.09332,0.02046,-0.02566,0.01680,-3.17159,52.33850,33.33820,20,
349759,26.42732,95196,13.39093,110.90000,523.25476,-0.44506,-9.85604,0.07896,0.01588,-0.02566,0.01374,-3.27390,52.49927,33.25051,20,
351108,26.43742,95196,13.37173,110.97300,523.25476,-0.46660,-9.83450,0.06461,0.01680,-0.02963,0.01588,-2.55773,52.86466,32.63666,20,
352455,26.44625,95196,13.36229,110.90000,523.25476,-0.46660,-9.89911,0.03589,0.01863,-0.02993,0.01710,-3.15697,52.61620,33.27974,20,
353807,26.45256,95195,13.34784,110.82700,523.25476,-0.41635,-10.01396,0.07896,0.02107,-0.02566,0.01436,-3.42005,48.81614,33.41128,20,
355153,26.46266,95196,13.34336,110.75400,523.16760,-0.45224,-9.90629,0.04307,0.01955,-0.02718,0.01466,-3.49313,52.26542,33.68898,20,
356502,26.47181,95197,13.33394,111.12000,523.16760,-0.50249,-9.94218,0.04307,0.01772,-0.02902,0.01680,-2.80620,52.32388,33.06051,20,
357849,26.47970,95196,13.31466,110.97300,523.25476,-0.41635,-9.90629,0.05743,0.02352,-0.02352,0.01710,-3.34697,52.48466,34.08360,20,
359201,26.48569,95196,13.31000,111.48800,523.25476,-0.42353,-9.94936,0.04307,0.01527,-0.02810,0.01710,-3.52236,52.98159,33.79129,20,
360554,26.49200,95196,13.30046,111.71000,523.25476,-0.50967,-9.88475,0.08614,0.02046,-0.02810,0.01130,-3.06928,52.80620,34.21514,20,
361902,26.50021,95197,13.30081,111.48800,523.16760,-0.47378,-9.93500,0.07178,0.01558,-0.02841,0.01680,-2.44081,52.44080,33.58667,20,
363253,26.50810,95197,13.28643,111.48800,523.25476,-0.48814,-9.90629,0.03589,0.01955,-0.02810,0.01833,-2.80620,52.48466,33.79129,20,
364601,26.51630,95197,13.27697,111.63600,523.16760,-0.50967,-9.88475,0.02871,0.02107,-0.03146,0.01497,-3.37621,52.06080,34.22976,20,
365999,26.50179,95196,13.24695,111.93400,523.16760,-0.41635,-9.86322,0.03589,0.01741,-0.02932,0.01558,-3.02543,52.19234,34.03975,20,
367347,26.51094,95197,13.23753,111.85900,523.16760,-0.48096,-9.88475,0.05743,0.01833,-0.03268,0.01741,-3.28851,52.52850,34.05437,20,
368699,26.52577,95197,13.21365,112.53300,523.16760,-0.53121,-9.94218,0.02871,0.02382,-0.02627,0.01619,-2.86466,52.54311,33.45513,20,
370048,26.53871,95198,13.20929,111.85900,522.99323,-0.48096,-9.94218,0.10768,0.02138,-0.02932,0.01619,-3.34697,51.98772,32.50512,20,
371396,26.55006,95198,13.18037,112.75900,523.08038,-0.48096,-9.87039,0.02154,0.01894,-0.02779,0.01497,-3.34697,52.38234,33.52821,20,
372749,26.55795,95198,13.16601,111.85900,523.08038,-0.41635,-9.96371,0.04307,0.02291,-0.02810,0.01894,-3.08389,52.42619,33.55744,20,
374099,26.56553,95198,13.13694,112.23200,522.99323,-0.47378,-9.87039,0.10768,0.01924,-0.02749,0.01649,-3.06928,52.13388,34.79977,20,
375448,26.57436,95198,13.12751,112.83500,523.08038,-0.45942,-9.93500,0.07896,0.01680,-0.02810,0.01619,-3.31774,52.32388,34.36130,20,
376797,26.58415,95198,13.09854,113.59700,523.16760,-0.53839,-9.92782,0.15075,0.01863,-0.02871,0.01741,-3.61006,52.30927,33.92283,20,
378144,26.59109,95197,13.06946,114.06000,523.08038,-0.48814,-9.95653,0.08614,0.01558,-0.02749,0.01710,-2.87928,52.68927,33.46975,20,
379496,26.59614,95198,13.04521,112.68400,523.16760,-0.45224,-9.86322,0.06461,0.01802,-0.02902,0.01283,-3.14236,52.26542,33.51360,20,
380845,26.60339,95197,13.02593,114.21500,523.08038,-0.48096,-9.88475,0.06461,0.01772,-0.03268,0.01680,-3.40544,52.22157,32.69512,20,
382193,26.61033,95199,13.01155,112.98700,522.99323,-0.48096,-9.90629,0.09332,0.01710,-0.03115,0.01527,-3.53698,52.79158,33.22128,20,
383542,26.61759,95199,12.99717,113.06300,522.99323,-0.48814,-9.91346,0.02871,0.01894,-0.02963,0.01466,-3.34697,52.52850,33.42590,20,
384898,26.61854,95198,12.95809,113.13900,523.08038,-0.44506,-9.94936,0.05743,0.02077,-0.02932,0.01802,-2.86466,52.82081,33.68898,20,
386246,26.62737,95197,12.94868,113.44400,523.08038,-0.45224,-9.90629,0.05025,0.02321,-0.02841,0.01772,-3.02543,52.09003,33.96667,20,
387642,26.61728,95199,12.91405,113.29100,523.08038,-0.41635,-9.83450,0.04307,0.01955,-0.02779,0.01619,-3.43467,52.33850,34.08360,20,
388990,26.62706,95198,12.89978,114.29300,523.08038,-0.48096,-9.84168,0.07178,0.02230,-0.02779,0.01558,-3.34697,52.39696,33.99591,20,
390340,26.64378,95199,12.88092,113.82800,522.99323,-0.50967,-9.84886,-0.00718,0.01588,-0.02871,0.01619,-2.41158,52.33850,33.55744,20,
391689,26.65798,95199,12.87173,115.07500,522.99323,-0.38764,-9.87757,0.05025,0.01802,-0.02810,0.01436,-2.63081,52.74773,34.53669,20,
393037,26.66934,95199,12.85265,114.52600,522.99323,-0.50967,-9.84886,0.05025,0.01833,-0.02871,0.01680,-3.17159,52.47004,35.22362,20,
394386,26.67723,95199,12.82855,113.52100,522.90601,-0.43071,-9.91346,0.08614,0.01680,-0.02810,0.01863,-2.77697,51.66618,33.57205,20,
395736,26.68448,95201,12.82884,114.06000,522.90601,-0.44506,-9.86322,0.05025,0.02199,-0.02627,0.01466,-2.96697,52.28003,33.39667,20,
397088,26.69332,95200,12.82432,113.90500,522.90601,-0.53121,-9.92064,0.06461,0.01985,-0.03024,0.01069,-3.05466,52.01696,34.03975,20,
398435,26.69995,95200,12.81482,113.36800,522.90601,-0.70349,-9.92782,0.02871,0.02046,-0.03848,0.04979,-3.30313,52.09003,33.79129,20,
399785,26.70405,95199,12.79545,113.67400,522.99323,-0.50967,-9.89911,0.02871,0.02413,-0.02932,0.01772,-3.15697,52.13388,33.60129,20,
401134,26.71099,95199,12.78597,114.06000,522.99323,-0.54556,-9.92064,0.04307,0.02016,-0.03054,0.01619,-2.86466,52.07542,34.40514,20,
402483,26.71856,95200,12.79604,113.06300,522.99323,-0.53121,-9.93500,0.06461,0.01894,-0.02779,0.01436,-3.15697,52.45543,34.69746,20,
403831,26.72519,95199,12.80119,113.67400,523.08038,-0.48814,-9.89193,0.03589,0.01436,-0.02535,0.01527,-3.52236,52.07542,34.02514,20,
405183,26.72866,95199,12.80133,113.36800,522.99323,-0.47378,-9.84886,0.07178,0.01833,-0.03360,0.01497,-3.49313,52.41158,34.60976,20,
406532,26.73624,95199,12.80652,113.13900,522.99323,-0.42353,-9.87757,0.05743,0.01741,-0.02596,0.01283,-2.99620,52.04618,33.30898,20,
407880,26.74381,95200,12.81171,113.67400,522.99323,-0.49531,-9.92782,0.07896,0.02352,-0.02993,0.01741,-3.21543,52.13388,34.14207,20,
409281,26.72456,95199,12.79628,113.75100,522.90601,-0.38764,-9.99243,0.05743,0.02107,-0.02810,0.01344,-3.15697,52.32388,33.44051,20,
410632,26.73024,95200,12.79651,113.98300,522.90601,-0.40199,-9.97807,0.07896,0.01680,-0.02596,0.01130,-3.78544,52.28003,33.35282,20,
411980,26.74759,95200,12.79722,113.75100,522.90601,-0.44506,-9.89911,0.07178,0.01955,-0.02779,0.01680,-3.18620,56.08009,34.88746,20,
413329,26.76306,95199,12.78808,113.44400,523.08038,-0.48814,-9.84168,0.03589,0.02260,-0.02963,0.01466,-2.99620,52.71850,34.14207,20,
414676,26.77221,95199,12.78845,113.82800,522.90601,-0.50249,-9.89193,0.02154,0.01955,-0.02688,0.01283,-2.76235,53.58083,33.92283,20,
416027,26.78167,95200,12.76930,114.60400,522.90601,-0.43071,-9.88475,0.13639,0.01833,-0.02566,0.01558,-2.77697,52.49927,33.45513,20,
417376,26.78830,95201,12.75004,114.29300,522.81616,-0.44506,-9.93500,0.05025,0.02107,-0.02871,0.01680,-3.25928,52.70389,34.09822,20,
418724,26.79398,95201,12.75515,113.59700,522.81616,-0.48814,-9.87757,0.07178,0.01985,-0.02841,0.01680,-3.27390,52.92312,34.36130,20,
420073,26.80218,95201,12.74572,114.29300,522.90601,-0.44506,-9.95653,0.05743,0.02321,-0.03238,0.01588,-2.86466,52.83543,33.65975,20,
421429,26.80282,95200,12.74086,113.59700,522.90601,-0.57428,-9.91346,0.07896,0.01710,-0.03115,0.01527,-2.66004,52.52850,33.99591,20,
422776,26.81197,95201,12.73635,113.44400,522.81616,-0.48814,-9.89911,0.04307,0.01955,-0.02963,0.01772,-2.39696,52.77697,34.17130,20,
424125,26.81922,95201,12.73664,113.90500,522.81616,-0.48096,-9.89911,0.04307,0.01802,-0.02932,0.01497,-2.98158,52.66004,33.33820,20,
425473,26.82553,95202,12.73690,113.59700,522.72894,-0.49531,-9.87039,0.00000,0.02046,-0.03176,0.01527,-2.74773,53.12774,34.11283,20,
426824,26.82995,95203,12.74196,113.06300,522.64178,-0.48096,-9.96371,0.07896,0.02107,-0.02963,0.01436,-2.68927,52.58696,34.22976,20,
428173,26.83879,95203,12.75208,113.52100,522.72894,-0.45224,-9.84168,0.00718,0.02413,-0.03024,0.01344,-2.76235,53.06927,33.71821,20,
429521,26.84604,95202,12.75725,113.29100,522.81616,-0.45942,-9.83450,0.05743,0.01680,-0.02963,0.01558,-2.92312,52.63081,33.57205,20,
430922,26.82869,95202,12.75655,112.98700,522.81616,-0.48814,-9.95653,0.01436,0.01955,-0.03054,0.01466,-2.55773,52.93774,34.41976,20,
432276,26.83437,95201,12.75678,113.06300,522.81616,-0.49531,-9.85604,0.06461,0.02260,-0.02749,0.01497,-2.87928,52.77697,34.02514,20,
433624,26.84951,95201,12.76228,113.98300,522.90601,-0.53121,-9.95653,0.02871,0.01833,-0.02932,0.01680,-2.93774,53.14236,34.31745,20,
434972,26.86214,95200,12.77256,113.90500,522.81616,-0.48814,-9.92064,0.05025,0.02046,-0.03115,0.01772,-2.83543,52.79158,33.35282,20,
436324,26.87003,95200,12.76311,114.13700,522.90601,-0.43789,-9.79861,0.05743,0.01894,-0.02749,0.01649,-2.95235,52.20696,33.35282,20,
437671,26.87539,95200,12.76333,113.82800,522.90601,-0.43071,-9.95653,0.00718,0.02199,-0.02993,0.01588,-3.27390,52.35312,33.57205,20,
439018,26.88391,95202,12.76855,113.67400,522.72894,-0.47378,-9.86322,0.04307,0.01344,-0.03054,0.01894,-3.06928,52.38234,33.96667,20,
440367,26.89085,95202,12.76395,114.44800,522.72894,-0.45942,-9.97807,0.03589,0.02016,-0.02993,0.01710,-2.57235,52.54311,34.41976,20,
441717,26.89432,95201,12.73968,114.99600,522.90601,-0.52403,-9.91346,0.05025,0.01955,-0.02993,0.01527,-3.34697,52.36773,32.87050,20,
443066,26.90032,95200,12.72039,114.76100,522.81616,-0.47378,-9.92064,0.08614,0.01985,-0.02688,0.01802,-2.38234,52.60158,34.08360,20,
444419,26.90379,95202,12.70588,114.60400,522.81616,-0.49531,-9.88475,0.10050,0.01741,-0.02779,0.01405,-2.86466,52.68927,33.36744,20,
445766,26.90852,95201,12.68167,114.91700,522.81616,-0.50249,-9.84886,0.04307,0.01680,-0.06322,0.01374,-2.89389,52.77697,33.29436,20,
447116,26.91578,95201,12.69172,114.76100,522.72894,-0.58146,-9.94936,0.03589,0.02016,-0.02871,0.01191,-3.28851,52.77697,34.31745,20,
448463,26.92335,95202,12.68715,114.21500,522.72894,-0.46660,-9.94218,0.07178,0.02077,-0.02627,0.01619,-2.71850,52.76235,33.86437,20,
449812,26.92777,95202,12.67269,114.52600,522.72894,-0.49531,-9.84886,0.02871,0.01772,-0.03390,0.01680,-3.25928,53.02543,34.17130,20,
451161,26.93250,95202,12.65824,114.83900,522.72894,-0.43071,-9.90629,0.10768,0.01833,-0.02993,0.01894,-2.76235,52.85004,34.62438,20,
452564,26.91294,95202,12.64769,114.37000,522.81616,-0.54556,-9.92064,0.04307,0.01833,-0.02505,0.01680,-2.67466,52.89389,34.77053,20,
453913,26.91768,95201,12.64300,114.76100,522.72894,-0.44506,-9.94218,0.11486,0.01924,-0.02718,0.01924,-3.33236,52.70389,33.92283,20,
455262,26.93377,95201,12.64853,114.29300,522.72894,-0.53121,-9.87757,0.00718,0.02260,-0.02718,0.01741,-3.36159,52.61620,33.92283,20,
