millis,bmetemp(*C),bmepres(Pa),bmehum(%),bmegas_res(KOhm),bmealt(m),accX (mg),accY (mg),accZ (mg),gyrX (deg/sec),gyrY (deg/sec),gyrZ (deg/sec),magX(uT),magY(uT),magZ(uT),ozone concentration,
11862100,45.24888,95093,6.21544,47.35200,532.27814,1.27777,2.59861,9.34636,0.02382,-0.04826,0.00702,-15.62409,26.73195,-35.28208,20,
11863450,45.25014,95093,6.20577,47.56700,532.27814,1.29212,2.43350,9.34636,0.02779,-0.04551,0.00672,-15.79947,26.52733,-35.69132,20,
11864803,45.24951,95093,6.20575,47.54000,532.27814,1.29930,2.54836,9.28894,0.03085,-0.05040,0.00397,-15.46332,25.98655,-35.17977,20,
11866151,45.24951,95092,6.20090,47.64700,532.36798,1.17009,2.51964,9.46840,0.03268,-0.05009,0.00794,-15.20023,26.80503,-35.54516,20,
11867501,45.25140,95093,6.20580,47.64700,532.27814,1.31366,2.49811,9.35354,0.02688,-0.04765,0.00519,-15.06869,27.27273,-35.96902,20,
11868851,45.25109,95093,6.21064,47.54000,532.27814,1.27777,2.46221,9.36072,0.03024,-0.05040,0.00641,-15.62409,27.50658,-35.17977,20,
11870202,45.24919,95093,6.19119,47.51300,532.36798,1.32802,2.44068,9.34636,0.02993,-0.04643,0.00458,-14.93715,27.40427,-36.07132,20,
11871551,45.25140,95092,6.18640,47.75600,532.27814,1.24905,2.42632,9.33201,0.03268,-0.04826,0.00886,-15.40485,27.18504,-35.69132,20,
11872935,45.24099,95093,6.17646,47.43200,532.19098,1.25623,2.54836,9.26740,0.02535,-0.04612,0.00641,-14.93715,26.08886,-36.24671,20,
11874285,45.24162,95093,6.19587,47.45900,532.27814,1.18445,2.46939,9.43969,0.03146,-0.04643,0.00855,-15.94563,26.77579,-37.03595,20,
11875636,45.24541,95092,6.19596,47.56700,532.27814,1.37109,2.55553,9.40379,0.02963,-0.04673,0.00580,-15.52178,26.57118,-35.80824,20,
11876984,45.25077,95092,6.20578,47.43200,532.36798,1.34237,2.53400,9.33919,0.02688,-0.04917,0.00580,-15.17100,26.64426,-36.71441,20,
11878334,45.25298,95093,6.21068,47.35200,532.27814,1.29212,2.56271,9.43251,0.02596,-0.04643,0.00611,-15.09793,26.92195,-35.69132,20,
11879684,45.25677,95093,6.22532,47.32600,532.36798,1.23470,2.51246,9.34636,0.03085,-0.04612,0.00458,-15.25870,27.09734,-35.44285,20,
11881034,45.25708,95092,6.23503,47.35200,532.36798,1.20598,2.42632,9.38226,0.02902,-0.04765,0.00519,-15.59486,27.05349,-35.13593,20,
11882381,45.25803,95092,6.23991,47.24600,532.36798,1.23470,2.55553,9.41815,0.02932,-0.04948,0.00641,-15.27331,26.49810,-35.53055,20,
11883729,45.25961,95092,6.25935,47.37900,532.36798,1.31366,2.53400,9.38226,0.02657,-0.04459,0.00794,-15.24408,26.48348,-35.55978,20,
11885082,45.25961,95091,6.25450,47.24600,532.45520,1.26341,2.50529,9.36072,0.02841,-0.04520,0.00733,-15.25870,26.73195,-36.52441,20,
11886431,45.25835,95092,6.24477,47.54000,532.36798,1.27777,2.54836,9.32483,0.02566,-0.05131,0.00764,-15.63870,27.09734,-35.85209,20,
11887776,45.26498,95093,6.24977,47.59400,532.27814,1.32084,2.54836,9.41097,0.02779,-0.05253,0.00580,-15.39024,26.61502,-36.02748,20,
11889126,45.26434,95092,6.24490,47.45900,532.27814,1.30648,2.55553,9.41815,0.03054,-0.04948,0.00489,-15.78486,26.77579,-36.14440,20,
11890479,45.26150,95092,6.23999,47.51300,532.36798,1.32084,2.49093,9.37508,0.02932,-0.04643,0.00550,-15.44870,26.05963,-35.55978,20,
11891827,45.26213,95091,6.24000,47.56700,532.45520,1.27059,2.47657,9.41815,0.02932,-0.04673,0.00641,-15.81409,26.35194,-35.58901,20,
11893181,45.26182,95090,6.23029,47.62100,532.45520,1.23470,2.46221,9.38944,0.02596,-0.04734,0.00428,-15.39024,26.20579,-35.47208,20,
11894528,45.26434,95091,6.22550,47.51300,532.45520,1.32802,2.45504,9.38226,0.02443,-0.05223,0.00733,-15.02485,26.45425,-35.23823,20,
11895880,45.26403,95092,6.21579,47.89200,532.36798,1.24187,2.56989,9.35354,0.02810,-0.04856,0.00641,-14.98100,26.43964,-35.79362,20,
11897229,45.26655,95092,6.22555,47.51300,532.45520,1.39262,2.50529,9.45404,0.03024,-0.04795,0.00794,-14.96638,26.60041,-36.78749,20,
11898577,45.26781,95091,6.21587,47.89200,532.36798,1.21316,2.48375,9.30329,0.02688,-0.04887,0.00580,-14.99562,27.14119,-36.01286,20,
11899927,45.26845,95092,6.21104,47.59400,532.36798,1.27777,2.53400,9.40379,0.03268,-0.04704,0.00916,-15.30254,27.21426,-35.74978,20,
11901324,45.24825,95091,6.21543,47.40600,532.45520,1.34955,2.56271,9.32483,0.02779,-0.04673,0.00702,-15.49255,26.96580,-36.34902,20,
11902673,45.25014,95092,6.22517,47.54000,532.36798,1.34237,2.36172,9.41097,0.02963,-0.04979,0.00702,-15.44870,26.77579,-35.92517,20,
11904025,45.25929,95093,6.23508,47.54000,532.19098,1.29930,2.55553,9.38226,0.02993,-0.05009,0.00611,-15.34639,27.17042,-36.40748,20,
11905374,45.26498,95093,6.23036,47.56700,532.27814,1.29212,2.51246,9.43969,0.02718,-0.04979,0.00489,-15.05408,26.76118,-37.13826,20,
11906725,45.26498,95092,6.24977,47.45900,532.36798,1.23470,2.54836,9.46122,0.02932,-0.04734,0.00855,-14.76177,26.52733,-37.28442,20,
11908075,45.26876,95091,6.25471,47.62100,532.45520,1.30648,2.47657,9.44686,0.02932,-0.04795,0.00733,-14.90792,26.76118,-36.21748,20,
11909424,45.27223,95091,6.25964,47.45900,532.45520,1.30648,2.60578,9.41097,0.02963,-0.04887,0.00947,-14.76177,26.96580,-36.64133,20,
11910773,45.27381,95090,6.26939,47.35200,532.45520,1.17009,2.52682,9.36790,0.02779,-0.04734,0.00611,-15.27331,26.46887,-36.49517,20,
11912124,45.27539,95091,6.27913,47.14000,532.36798,1.27059,2.53400,9.39661,0.02810,-0.04581,0.00855,-14.99562,27.21426,-35.60363,20,
11913473,45.27539,95091,6.27913,47.27200,532.45520,1.24187,2.47657,9.37508,0.02902,-0.04459,0.00244,-15.41947,26.68810,-36.64133,20,
11914820,45.27728,95090,6.27432,47.29900,532.54236,1.28495,2.41197,9.37508,0.02810,-0.04795,0.00214,-15.27331,26.79041,-36.84595,20,
11916177,45.27318,95090,6.27908,47.51300,532.45520,1.31366,2.54118,9.49711,0.02932,-0.04612,0.00855,-15.03946,26.55656,-36.49517,20,
11917526,45.27287,95090,6.27422,47.37900,532.45520,1.27059,2.46221,9.51865,0.02474,-0.04979,0.00428,-14.93715,27.19965,-36.62672,20,
11918874,45.27602,95091,6.27915,47.21900,532.54236,1.32084,2.52682,9.36072,0.02871,-0.04826,0.00428,-15.12716,26.79041,-36.36364,20,
11920224,45.27697,95091,6.28402,47.70200,532.45520,1.24187,2.48375,9.37508,0.02749,-0.04856,0.00458,-15.25870,26.58579,-36.68518,20,
11921575,45.27570,95092,6.27914,47.40600,532.36798,1.32084,2.51964,9.36790,0.02871,-0.04795,0.00397,-15.27331,26.58579,-36.91903,20,
11922923,45.27728,95091,6.28403,47.35200,532.54236,1.34955,2.54836,9.41097,0.03085,-0.04612,0.00519,-14.83484,27.02426,-35.98363,20,
11924273,45.27792,95091,6.28404,47.45900,532.45520,1.27059,2.45504,9.42533,0.02779,-0.04551,0.00641,-14.95177,26.49810,-36.56825,20,
11925621,45.27854,95090,6.27920,47.43200,532.54236,1.23470,2.48375,9.35354,0.02505,-0.04551,0.00489,-15.27331,26.51271,-35.35516,20,
11926974,45.27823,95091,6.28405,47.45900,532.45520,1.29212,2.53400,9.46122,0.02749,-0.04368,0.00397,-15.24408,27.40427,-35.64747,20,
11928328,45.27444,95091,6.28882,47.37900,532.54236,1.25623,2.41914,9.36072,0.02779,-0.04643,0.00764,-15.36100,26.79041,-35.36977,20,
11929711,45.26055,95090,6.27393,47.35200,532.45520,1.29212,2.50529,9.36072,0.03115,-0.04979,0.00733,-14.76177,26.77579,-35.42824,20,
11931061,45.26403,95091,6.29343,47.40600,532.45520,1.24187,2.55553,9.38226,0.02443,-0.05192,0.00733,-15.21485,27.18504,-35.89594,20,
11932412,45.26939,95090,6.28385,47.32600,532.62958,1.34955,2.48375,9.43969,0.03268,-0.05040,0.00489,-15.41947,26.87811,-35.85209,20,
11933762,45.27444,95089,6.28396,47.32600,532.62958,1.29212,2.47657,9.36072,0.02749,-0.04826,0.00458,-15.02485,27.36042,-35.29670,20,
11935111,45.27602,95089,6.30342,47.40600,532.54236,1.35673,2.46939,9.35354,0.02932,-0.04734,0.00702,-14.90792,27.05349,-36.08594,20,
11936460,45.27823,95091,6.30347,47.40600,532.62958,1.27059,2.48375,9.38226,0.02932,-0.05131,0.01069,-14.74715,27.44811,-36.30518,20,
11937813,45.27697,95089,6.29859,47.32600,532.62958,1.31366,2.48375,9.34636,0.02993,-0.05101,0.00580,-15.25870,27.15580,-36.20287,20,
11939163,45.27854,95088,6.31319,47.59400,532.71680,1.29930,2.38325,9.38226,0.03207,-0.04459,0.00580,-14.65946,27.24350,-36.45133,20,
11940515,45.27697,95087,6.30830,47.45900,532.71680,1.32802,2.46221,9.38944,0.02993,-0.04979,0.00611,-14.41099,26.99503,-35.76440,20,
11941860,45.28044,95088,6.30838,47.64700,532.71680,1.27777,2.49811,9.38944,0.02657,-0.04917,0.00825,-15.08331,27.49196,-35.95440,20,
11943213,45.28075,95089,6.31324,47.27200,532.71680,1.26341,2.50529,9.35354,0.02932,-0.04979,0.00702,-15.06869,26.81964,-36.15902,20,
11944561,45.28328,95089,6.30844,47.56700,532.54236,1.33520,2.51246,9.38226,0.02932,-0.04581,0.00855,-14.90792,26.81964,-35.85209,20,
11945911,45.28233,95089,6.30842,47.51300,532.54236,1.29930,2.51246,9.36072,0.02718,-0.04826,0.00764,-14.67407,27.02426,-36.34902,20,
11947259,45.28075,95089,6.29867,47.48600,532.62958,1.24905,2.53400,9.35354,0.03299,-0.04917,0.00641,-15.21485,26.77579,-36.65595,20,
11948612,45.28075,95088,6.29382,47.54000,532.71680,1.34237,2.59861,9.37508,0.02932,-0.04704,0.00641,-15.14177,27.36042,-36.88980,20,
11949962,45.28233,95089,6.29871,47.45900,532.62958,1.29930,2.54836,9.38226,0.02810,-0.04551,0.00519,-14.84946,27.22888,-35.77901,20,
11951307,45.28612,95089,6.30851,47.48600,532.62958,1.29930,2.48375,9.37508,0.02566,-0.05162,0.00397,-15.47793,27.22888,-36.67057,20,
11952662,45.28359,95090,6.30845,47.43200,532.62958,1.25623,2.51964,9.41815,0.02871,-0.04795,0.00580,-15.06869,27.75504,-35.88132,20,
11954011,45.28486,95089,6.30362,47.48600,532.62958,1.25623,2.44786,9.38226,0.02749,-0.04643,0.00550,-14.93715,27.06811,-35.51593,20,
11955359,45.28675,95089,6.31338,47.45900,532.54236,1.30648,2.53400,9.41815,0.02718,-0.04795,0.00550,-14.95177,27.41888,-35.29670,20,
11956709,45.28707,95089,6.31824,47.59400,532.62958,1.36391,2.51964,9.51147,0.02871,-0.04734,0.00428,-15.28793,27.36042,-34.98977,20,
11958096,45.26813,95089,6.31780,47.32600,532.62958,1.34237,2.49811,9.43251,0.03176,-0.04643,0.00764,-15.24408,27.03888,-35.60363,20,
11959445,45.26813,95089,6.32266,47.35200,532.71680,1.34955,2.50529,9.34636,0.02993,-0.04917,0.00641,-14.96638,27.53581,-35.98363,20,
11960795,45.27381,95090,6.32765,47.51300,532.54236,1.19880,2.53400,9.41097,0.02963,-0.05284,0.00641,-14.46945,27.14119,-35.48670,20,
11962142,45.27917,95089,6.32777,47.37900,532.62958,1.28495,2.51246,9.34636,0.02718,-0.04734,0.00580,-15.37562,26.52733,-34.69746,20,
11963499,45.27760,95090,6.32288,47.54000,532.54236,1.23470,2.43350,9.36790,0.02841,-0.05040,0.00733,-15.22947,26.99503,-36.05671,20,
11964846,45.28202,95089,6.32298,47.40600,532.62958,1.22752,2.54836,9.44686,0.03024,-0.04979,0.00764,-14.63023,27.22888,-35.64747,20,
11966194,45.28328,95089,6.31815,47.32600,532.71680,1.21316,2.46939,9.38944,0.02932,-0.04734,0.00855,-14.90792,26.83426,-35.58901,20,
11967544,45.28423,95089,6.32303,47.59400,532.62958,1.28495,2.50529,9.44686,0.03146,-0.05040,0.00825,-15.27331,26.87811,-35.48670,20,
11968896,45.28423,95089,6.31332,47.51300,532.62958,1.29212,2.59861,9.43969,0.02657,-0.04459,0.00519,-14.74715,27.18504,-35.72055,20,
11970245,45.28643,95088,6.31823,47.56700,532.71680,1.32802,2.51964,9.46122,0.02688,-0.04673,0.00519,-15.37562,27.27273,-35.17977,20,
11971594,45.28770,95089,6.31340,47.48600,532.62958,1.24905,2.44786,9.36072,0.02810,-0.04704,0.00825,-15.09793,26.58579,-36.49517,20,
11972943,45.28833,95089,6.32313,47.67500,532.71680,1.26341,2.54836,9.38226,0.02718,-0.04856,0.00580,-15.36100,26.93657,-36.52441,20,
11974296,45.28707,95088,6.32796,47.51300,532.71680,1.22752,2.47657,9.36072,0.02718,-0.04979,0.00672,-15.39024,26.70272,-37.09442,20,
11975650,45.28675,95089,6.31824,47.45900,532.62958,1.29212,2.51964,9.40379,0.02810,-0.04887,0.00855,-15.06869,26.92195,-35.28208,20,
11976998,45.28991,95089,6.31831,47.62100,532.71680,1.22034,2.49811,9.29612,0.02932,-0.04704,0.00611,-15.28793,26.76118,-36.34902,20,
11978347,45.29117,95087,6.31348,47.59400,532.80396,1.30648,2.49811,9.27458,0.03115,-0.04612,0.00702,-15.52178,27.56504,-36.36364,20,
11979698,45.29086,95088,6.30376,47.54000,532.71680,1.32802,2.44068,9.40379,0.02963,-0.04581,0.00641,-15.58024,27.24350,-36.56825,20,
11981046,45.29053,95089,6.31347,47.51300,532.71680,1.24905,2.45504,9.32483,0.02779,-0.04673,0.00947,-15.14177,26.93657,-36.26133,20,
11982396,45.28991,95088,6.30860,47.54000,532.71680,1.30648,2.35454,9.43251,0.02749,-0.04765,0.00733,-15.09793,26.95119,-35.76440,20,
11983748,45.28864,95088,6.29400,47.75600,532.71680,1.27777,2.50529,9.34636,0.02627,-0.04581,0.00764,-15.33177,27.05349,-35.47208,20,
11985095,45.28896,95088,6.27945,47.64700,532.71680,1.34237,2.51246,9.43969,0.02871,-0.04459,0.00672,-15.34639,27.19965,-35.55978,20,
11986480,45.27065,95088,6.26446,47.72900,532.71680,1.34955,2.46221,9.36790,0.02596,-0.05040,0.00977,-15.71178,26.89272,-35.42824,20,
11987831,45.26781,95087,6.24013,47.67500,532.71680,1.34237,2.42632,9.33919,0.02474,-0.04673,0.00702,-15.01023,26.58579,-34.82899,20,
11989183,45.27381,95087,6.23057,48.08400,532.80396,1.28495,2.45504,9.37508,0.02535,-0.04765,0.00733,-15.44870,26.95119,-35.07746,20,
11990532,45.27949,95087,6.22584,47.94600,532.71680,1.29930,2.52682,9.31047,0.03024,-0.04490,0.00489,-15.20023,26.70272,-35.79362,20,
11991879,45.28170,95088,6.21619,48.13900,532.71680,1.30648,2.46221,9.41097,0.03146,-0.04856,0.00825,-14.92254,27.18504,-35.12131,20,
11993228,45.28297,95088,6.20652,47.97400,532.62958,1.24187,2.56989,9.32483,0.02657,-0.04551,0.00672,-15.43408,27.02426,-36.48056,20,
11994580,45.28170,95087,6.20164,47.97400,532.80396,1.27059,2.41914,9.38944,0.03146,-0.04673,0.01069,-15.22947,27.47734,-35.15054,20,
11995930,45.28202,95087,6.18709,48.11100,532.80396,1.31366,2.60578,9.41097,0.03024,-0.05070,0.01038,-15.88717,26.68810,-35.51593,20,
11997279,45.28170,95086,6.19194,48.16600,532.80396,1.22752,2.49093,9.40379,0.02657,-0.04765,0.00550,-15.87255,27.21426,-35.35516,20,
11998628,45.28265,95086,6.18711,48.00100,532.89117,1.20598,2.57707,9.32483,0.02749,-0.04765,0.00886,-15.44870,27.14119,-35.99825,20,
11999985,45.27981,95086,6.19189,48.00100,532.80396,1.29930,2.52682,9.41815,0.02657,-0.04795,0.00977,-15.41947,26.83426,-35.88132,20,
12001334,45.27823,95087,6.18701,48.00100,532.89117,1.29930,2.48375,9.42533,0.02718,-0.04765,0.00733,-14.96638,26.81964,-36.17363,20,
12002682,45.27854,95087,6.19186,48.08400,532.80396,1.24905,2.51964,9.40379,0.02749,-0.04765,0.00489,-15.24408,27.36042,-35.92517,20,
12004032,45.27917,95086,6.19188,48.05600,532.89117,1.24905,2.44068,9.38226,0.02657,-0.04826,0.00764,-15.17100,26.92195,-36.23210,20,
12005384,45.27476,95085,6.19178,48.33200,532.98102,1.29930,2.49811,9.40379,0.02993,-0.04826,0.00702,-15.31716,26.99503,-36.21748,20,
12006733,45.27065,95085,6.16744,48.38800,532.89117,1.27777,2.50529,9.41815,0.02871,-0.04948,0.00428,-15.63870,27.11196,-36.12979,20,
12008082,45.26750,95085,6.11404,48.72500,532.98102,1.33520,2.46939,9.38944,0.02841,-0.04826,0.00764,-14.86407,27.03888,-35.36977,20,
12009432,45.26182,95085,6.05092,48.89500,532.89117,1.34955,2.57707,9.38944,0.02688,-0.05040,0.00611,-15.46332,27.66735,-35.86670,20,
12010782,45.26182,95086,6.01702,49.06600,532.89117,1.33520,2.51964,9.39661,0.02627,-0.04704,0.00764,-16.03332,27.41888,-35.26747,20,
12012136,45.26055,95085,5.99763,49.00900,532.98102,1.34955,2.47657,9.33919,0.02474,-0.04856,0.00489,-15.40485,26.98042,-34.41976,20,
12013485,45.26024,95085,5.99278,49.23800,532.89117,1.29930,2.44786,9.43969,0.03054,-0.05070,0.00641,-15.62409,26.80503,-34.87284,20,
12014833,45.26024,95086,5.98794,48.89500,532.80396,1.29930,2.41197,9.45404,0.03085,-0.05101,0.00794,-15.71178,27.25811,-35.22362,20,
12016221,45.23373,95086,5.97767,49.23800,532.80396,0.88295,3.42413,8.99462,0.06506,-0.05070,-0.01619,-15.24408,25.78193,-34.79977,20,
12017569,45.24414,95086,5.96338,49.15200,532.80396,1.27059,2.77807,9.31047,0.03360,-0.04551,0.00641,-15.72640,25.24116,-35.39901,20,
12018919,45.24793,95087,5.96346,49.21000,532.80396,1.25623,2.83549,9.33201,0.01710,-0.04887,0.00702,-14.68869,25.94271,-36.02748,20,
12020272,45.24825,95086,5.96347,49.38300,532.89117,2.00279,2.96471,9.76272,-0.22877,-0.05345,-0.01344,-15.25870,25.94271,-35.58901,20,
12021621,45.24919,95086,5.97317,49.23800,532.89117,1.04088,2.75653,9.29612,-0.00092,-0.06903,-0.01680,-14.70330,24.62730,-35.85209,20,
12022970,45.24793,95086,5.98767,49.47000,532.89117,1.37827,2.93599,9.24587,0.02902,-0.04612,0.00519,-14.54253,24.49576,-36.71441,20,
12024322,45.24604,95086,5.97310,49.26700,532.89117,1.55773,1.90229,7.59482,0.27672,-0.10018,-0.19517,-15.44870,25.25577,-35.85209,20,
12025673,45.24288,95086,5.96819,49.23800,532.89117,1.69412,3.04367,9.04487,0.04093,-0.04979,0.00794,-14.58638,21.13417,-35.35516,20,
12027023,45.23783,95085,5.97292,49.23800,532.98102,1.60798,3.04367,8.94437,0.02688,-0.04001,0.02352,-15.34639,21.79187,-35.96902,20,
12028371,45.23783,95086,5.99228,49.38300,532.98102,1.74437,2.60578,9.28176,0.02841,-0.04734,0.00672,-17.10026,21.30956,-35.39901,20,
12029720,45.23594,95085,5.99224,49.18100,532.98102,0.93320,3.15135,9.26740,0.02779,-0.33750,0.15333,-15.91640,20.15493,-35.38439,20,
12031073,45.23436,95085,5.99221,49.00900,532.98102,-0.40917,3.31645,8.90848,-0.09224,-0.21258,-0.50244,-19.92108,19.32183,-32.60743,20,
12032422,45.23278,95085,6.00185,49.23800,532.98102,2.40479,4.07019,8.42752,0.09468,1.12674,0.88239,-15.34639,17.07103,-34.56592,20,
12033772,45.22710,95084,6.01625,49.15200,532.98102,7.88196,2.56271,4.65883,-0.32865,-0.66584,-0.19853,25.00731,24.58345,-25.66501,20,
12035121,45.21826,95084,6.01606,49.21000,533.15540,7.06361,3.53181,5.34078,0.05467,-0.09102,0.04337,22.25957,25.73809,-24.29114,20,
12036477,45.20627,95083,6.02063,49.12300,533.06818,6.86262,3.33799,5.64228,0.04337,-0.02321,0.06689,21.52879,25.06577,-25.63578,20,
12037824,45.20596,95083,6.03515,49.29600,533.15540,6.82672,3.53181,5.69970,0.01741,0.02566,0.13714,21.85034,24.14499,-24.77346,20,
12039174,45.20817,95083,6.04488,49.09500,533.15540,6.38166,3.88355,5.21157,0.00428,-0.19090,0.01833,22.40573,24.11576,-27.90120,20,
12040522,45.20817,95083,6.04973,49.18100,533.15540,6.29552,4.19940,5.83609,0.05040,-0.10446,-0.15149,17.90412,21.16340,-27.44811,20,
12041875,45.20343,95084,6.03994,49.03700,533.15540,5.63510,5.73560,6.81237,-0.31215,0.09591,0.07575,14.77638,18.50336,-29.96200,20,
12043224,45.20154,95083,6.04474,49.23800,533.15540,7.46561,5.93659,6.28834,-0.34514,-0.77794,-0.04001,13.59252,17.69950,-31.11663,20,
12044608,45.18229,95083,6.03946,49.12300,533.24255,1.05523,7.60200,-3.02931,-0.44899,1.93583,-0.45051,26.35194,-11.92634,18.66413,20,
12045958,45.17881,95080,6.03455,49.15200,533.50684,-1.18445,6.88415,-6.29552,-0.00550,-0.13103,-0.23121,14.98100,-7.30780,36.49517,20,
12047314,45.17281,95077,6.03441,49.09500,533.68121,-0.30150,6.14477,-8.40599,0.24679,-0.98960,-1.51128,21.22186,4.54545,40.87986,20,
12048663,45.17471,95076,6.01509,49.47000,533.85559,3.58206,1.52901,-8.91566,0.15302,1.30175,-0.57116,20.60801,34.03975,43.91991,20,
12050012,45.17850,95074,5.99581,49.12300,533.94543,2.70628,2.80678,-9.07358,0.05620,-0.23976,-0.04795,20.19877,29.08506,44.44607,20,
12051364,45.17786,95074,5.99580,49.38300,533.94543,3.51745,2.43350,-8.59263,-0.09804,0.23885,0.33537,23.34113,28.82198,43.75914,20,
12052714,45.17755,95074,5.99095,49.21000,534.03259,4.08455,4.84547,-7.14258,-0.01924,0.62461,0.18540,27.52119,22.68343,40.48524,20,
12054063,45.17029,95073,6.00047,49.26700,534.03259,3.49591,4.53679,-7.60200,0.17013,0.12950,0.48625,23.99883,21.42648,42.80912,20,
12055412,45.16619,95073,6.01490,49.32500,534.11981,0.72503,6.57548,-6.97747,0.29902,-0.17257,0.33537,21.42648,7.89243,42.72143,20,
12056765,45.15956,95073,6.01959,49.29600,534.03259,0.27996,8.83669,3.24467,1.03694,-0.72021,-0.45235,24.84654,-12.93481,1.53464,20,
12058114,45.15482,95073,6.02917,49.35400,533.85559,0.63171,3.20878,9.38226,0.40317,0.34331,0.97952,19.68723,11.35633,-29.49430,20,
12059467,45.14978,95076,6.02422,49.15200,533.68121,5.40539,-0.15075,8.85105,-1.05924,-0.61911,-3.23881,28.13505,27.36042,-23.20959,20,
12060814,45.14915,95077,6.02905,49.23800,533.68121,1.90229,0.07896,12.47618,0.48167,3.20735,0.62614,-17.46565,16.44256,-34.96054,20,
12062164,45.13747,95075,6.02879,49.12300,533.85559,5.71406,-2.33300,7.63789,-1.09925,-1.32008,-1.09895,5.72932,45.23531,-28.32505,20,
12063513,45.11348,95074,6.03793,49.35400,533.85559,5.67817,-1.93819,7.69532,2.07144,-0.07697,1.08734,35.57439,17.77258,-9.17860,20,
12064860,45.10812,95074,6.03781,49.18100,533.94543,3.63230,-3.17288,8.16910,0.15974,-0.58765,-1.31733,11.02017,9.95323,-32.37357,20,
12066207,45.10906,95073,6.04752,49.00900,534.03259,3.33799,-2.52682,9.26740,0.86590,-0.64782,0.32742,10.40631,10.58170,-32.50512,20,
12067558,45.10307,95073,6.06191,49.23800,534.03259,2.71346,-3.64666,9.28176,-0.38943,-0.19334,1.30725,8.78398,12.55481,-33.26513,20,
12068908,45.09202,95073,6.06650,49.21000,534.03259,5.59203,-3.61795,7.68096,-0.39004,-0.48655,-3.98834,-0.96463,31.11663,-34.97515,20,
12070257,45.08476,95072,6.08087,49.15200,534.11981,5.92224,-12.42593,-2.21097,1.87475,-0.74281,-0.07147,17.94797,51.00848,-13.79714,20,
12071610,45.06709,95071,6.08531,49.26700,534.20703,3.34517,-9.13101,1.44287,-2.46942,0.93432,-0.14325,19.86261,55.90471,-3.09851,20,
12072998,45.03521,95072,6.08460,49.06600,534.11981,3.65384,-9.61197,-3.00060,0.34483,-0.28741,0.93432,-3.85852,58.28705,35.51593,20,
12074347,45.01722,95073,6.10841,49.12300,534.11981,7.13540,-8.93719,-3.13699,-0.16646,-0.24404,0.07361,3.71236,54.61853,36.64133,20,
12075696,45.00018,95071,6.11771,49.09500,534.03259,5.59203,-8.10449,-0.74656,0.22266,-0.10079,-0.14355,4.28237,58.63783,33.57205,20,
12077045,44.98692,95074,6.13194,49.12300,533.94543,5.44846,-7.75275,-0.61017,0.52657,-0.77610,-0.10293,2.47004,57.38089,35.57439,20,
12078397,44.97462,95074,6.15103,48.80900,533.94543,5.42692,-7.88914,-1.73719,0.04643,-0.04948,-0.00458,9.06168,52.57235,37.57673,20,
12079747,44.96609,95073,6.18959,48.86600,533.94543,5.52742,-7.79582,-1.77308,-0.02291,0.01222,0.00061,9.74861,52.00234,38.02982,20,
